file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,emotion
data\AudioData\DC\sa13.wav,0 days,0 days 00:00:05.943378685,32.7816,0.18452595,29.612099,32.43918,33.642956,4.030857,276.55402,207.64084,61.080494,63.65142,0.80350894,0.8689473,0.14960746,0.63431215,1.3923782,1.2427708,13.82875,10.000141,12.640596,7.092419,0.76680475,1.3406914,30.84995,0.6488975,15.593597,0.78860575,17.168388,0.80647117,9.594082,1.1127834,0.022198338,1.6902319,1.2155334,0.92940044,9.3055105,0.23853497,7.7483983,1.2427298,35.197517,0.48805064,583.4379,0.40053344,1204.2781,0.20360306,-89.46006,-1.047947,1729.0399,0.17403443,953.1751,0.2798947,-99.59345,-0.8290248,2797.0457,0.12461693,930.6492,0.39439362,-103.06439,-0.77281284,-27.017315,-0.35483837,35.904865,0.32260033,-0.04453947,-1.0033839,-0.034649193,-0.4723369,1.2394372,0.8936179,39.376087,0.51283574,15.92353,0.8899991,17.175709,0.97761714,6.307085,1.8826061,-38.318016,51.987495,-0.12861815,-0.008785983,0.09953571,3.3726814,1.5306123,0.37888888,0.27020338,0.22799999,0.27650675,-19.869516,sadness
data\AudioData\DC\sa14.wav,0 days,0 days 00:00:05.723265306,31.10768,0.11695916,29.967611,31.141336,32.352295,2.3846836,1562.4639,2042.2384,40.764297,59.281334,0.8022808,0.88995725,0.14931487,0.64216536,1.2813413,1.1320264,16.079773,9.2622175,15.749075,8.009766,0.77911174,1.1665577,32.88654,0.5013547,15.457753,0.7895274,20.248234,0.74528337,11.549772,0.8776632,0.02262693,1.7378768,1.2951518,0.8041676,9.441336,0.25148612,7.9684763,1.3563772,32.535294,0.35648715,497.4531,0.4068893,1227.1959,0.18329059,-77.669495,-1.1951728,1610.5565,0.14312875,989.86346,0.34901884,-90.90219,-0.89097375,2630.1355,0.099508785,991.39343,0.32983962,-94.12663,-0.8354313,-26.981236,-0.30940643,36.120472,0.30183256,-0.04668201,-0.8796608,-0.02981946,-0.48047167,1.1746091,0.7987563,40.619957,0.3212754,14.7718725,0.9778541,21.361523,0.83269054,12.208303,0.96874535,-39.395298,52.71631,-0.126052,-0.010938918,0.103457086,3.502627,1.590106,0.3911111,0.3406022,0.195,0.2848947,-19.833687,sadness
data\AudioData\DC\sa15.wav,0 days,0 days 00:00:05.188684807,31.43083,0.10464404,30.129915,31.307678,32.340843,2.210928,150.32706,230.25662,37.91353,26.749002,0.831264,0.82134455,0.15442422,0.676532,1.4809617,1.3265375,16.806767,9.622099,11.930686,5.11666,0.697116,1.1125907,32.260044,0.563363,14.580053,0.80308884,17.976076,0.8467112,9.779009,1.3556432,0.02038813,1.9629287,1.2152569,0.92752856,9.562737,0.21729396,3.5474434,2.0665755,29.64466,0.40307838,525.0578,0.4086354,1293.7914,0.18697396,-79.54544,-1.129164,1575.724,0.17062832,1045.7195,0.36671883,-88.64357,-0.90137184,2624.0293,0.102007315,940.63116,0.42222568,-92.517075,-0.8315535,-26.285315,-0.31652728,35.286377,0.29996789,-0.050279237,-0.8245932,-0.034519363,-0.4668955,1.0029342,0.79492295,40.596718,0.37834868,13.273263,0.9015163,17.492403,1.0180322,9.044835,1.6354067,-36.77219,49.263023,-0.12877269,-0.009743736,0.15341017,3.8684719,2.1484375,0.29181817,0.18991953,0.166,0.19940911,-20.562939,sadness
data\AudioData\DC\su01.wav,0 days,0 days 00:00:03.249478458,35.257004,0.17131427,32.030556,34.53895,37.139618,5.109062,290.2311,351.2207,-8.3448305,59.416027,1.0521814,0.7843383,0.16933896,0.99737185,1.7550011,1.5856621,14.504304,7.9180145,15.090247,5.18383,1.1775594,1.1952795,26.409737,0.69422174,16.467602,0.6011083,20.198349,0.9236339,2.765087,4.8879743,0.042494953,1.663601,1.2131325,0.80010945,9.470274,0.31007892,8.490108,1.2651259,29.330448,0.65354884,582.7766,0.4044174,1208.384,0.20312306,-94.77337,-0.93884873,1653.2306,0.18361792,889.5154,0.35432997,-96.45323,-0.8293195,2709.3132,0.11272243,903.95703,0.48805955,-98.268005,-0.79651296,-25.013248,-0.3682595,32.609688,0.27810994,-0.031574707,-1.4847445,-0.036243215,-0.5151597,1.8161985,0.8102719,30.718355,0.6845838,19.296556,0.51341593,19.926544,1.1249157,-3.8483882,-3.4260912,-37.50709,50.939487,-0.1291339,-0.009730039,0.20457186,4.3343654,1.8867925,0.31833333,0.37248787,0.18833333,0.19377105,-16.662308,surprise
data\AudioData\DC\su02.wav,0 days,0 days 00:00:03.228526077,36.160557,0.1448625,33.987633,35.68642,36.50855,2.520916,72.86698,26.1123,29.079987,22.091612,1.1972138,0.82157534,0.14949162,1.0819243,2.3292909,2.1797993,19.224163,14.11456,18.934837,8.843604,1.092585,1.0828887,30.969833,0.45308074,14.546432,0.5779984,10.9929495,1.6041899,4.347207,2.7927177,0.020506218,1.4871486,1.032092,0.9445642,10.967138,0.24971712,7.7453747,1.4208121,29.575401,0.36145458,583.38873,0.3118278,1326.082,0.16565758,-80.40606,-1.1373471,1649.2587,0.1639243,1117.1034,0.43004823,-89.28147,-0.9016856,2654.583,0.11177681,914.9484,0.44523153,-92.17784,-0.83977574,-23.71695,-0.31817782,32.45127,0.26208386,-0.023082502,-1.8674567,-0.036279384,-0.3082844,1.6431578,0.6948032,36.50186,0.38255703,14.960326,0.6416295,8.011389,2.6615138,-0.32674968,-36.0916,-39.948975,53.676838,-0.12593755,-0.008714571,0.1238674,3.4267912,1.5822786,0.402,0.49028155,0.206,0.21000952,-17.091457,surprise
data\AudioData\DC\su03.wav,0 days,0 days 00:00:01.865850340,34.874706,0.09517523,32.15461,35.557526,37.516388,5.3617783,43.330666,12.536112,-65.39813,59.340614,1.12581,1.05837,0.14536728,0.501587,2.1195958,1.9742285,12.603944,6.99868,18.017307,7.2433453,1.2163379,1.3022943,30.0558,0.4140013,13.676384,0.6350736,14.79188,1.0475157,3.5553453,3.6477199,0.03094411,1.4993289,0.9433669,0.85795873,10.204058,0.27419338,10.428389,0.884692,29.977762,0.46637726,580.4939,0.26545128,1281.2034,0.15006727,-103.987404,-0.892372,1691.0441,0.16944611,849.553,0.3823525,-111.35079,-0.767713,2737.411,0.097934954,845.52637,0.31335273,-114.637,-0.71700805,-24.075487,-0.358316,31.505291,0.31157732,-0.020560076,-1.7932283,-0.042456295,-0.34524715,2.3332372,0.6646647,38.507755,0.31070158,13.386654,0.86322725,11.779404,1.7619824,-5.5910573,-2.1497326,-41.09044,54.711143,-0.12955192,-0.009831645,0.08562535,2.7027028,1.1111112,0.45499998,0.235,0.28,0.1651262,-16.141613,surprise
data\AudioData\DC\su04.wav,0 days,0 days 00:00:03.354308390,35.033978,0.17869939,33.489357,34.942154,36.489952,3.000595,114.895905,56.698463,54.44628,49.686188,1.4661125,0.8431613,0.1483421,1.2852294,2.6113377,2.4629955,20.776546,14.8939085,23.605972,12.896289,1.7645998,1.1153159,32.260315,0.49202704,13.151791,0.75689524,9.256383,2.0486128,-1.4104542,-10.829383,0.045355584,1.8981676,1.0640597,0.97074276,9.008597,0.4071409,7.4295855,2.0878396,32.975544,0.57870036,559.49023,0.34128737,1324.5026,0.22085449,-84.61975,-1.1094805,1577.6631,0.20603283,1050.6414,0.34309298,-90.851234,-0.9139423,2642.7737,0.116096675,905.73254,0.44700515,-96.0874,-0.82493013,-23.704094,-0.3728914,33.80234,0.30597952,-0.005470567,-6.9855304,-0.04074853,-0.4109914,2.7238202,0.71475536,38.811188,0.4089303,13.676336,0.8256581,2.7312622,7.7230434,-9.090102,-1.5241162,-36.220863,48.51645,-0.11209344,-0.014256038,0.25009087,3.5928144,1.5197569,0.404,0.2414622,0.19333334,0.1849925,-14.185316,surprise
data\AudioData\DC\su05.wav,0 days,0 days 00:00:02.830204082,36.203564,0.14364968,32.961407,35.179306,38.576183,5.6147766,675.44806,1082.7335,66.44113,68.51873,1.3480849,0.9838678,0.1491373,0.7841774,2.622041,2.4729037,29.600964,16.2289,21.339054,7.59583,1.8791945,1.1623789,29.005583,0.5696829,14.573034,0.62425274,12.585991,1.3741829,2.430256,5.7135334,0.03219551,1.3604056,1.4149469,0.7828674,10.064036,0.3028937,11.095656,1.0927387,31.210028,0.60501575,560.2907,0.35016203,1353.3392,0.2185213,-86.576035,-1.0751759,1561.8611,0.16258335,1128.1366,0.26592487,-87.15829,-0.9258205,2653.0664,0.104094565,909.077,0.36607045,-90.39794,-0.8696782,-25.234785,-0.35047075,35.2446,0.3183152,-0.019338567,-2.7015886,-0.03232318,-0.4697643,2.8720148,0.7520571,32.958138,0.5857252,14.696468,0.69901544,9.654529,2.1286054,-4.2812347,-3.0622425,-40.479107,54.36091,-0.1257176,-0.008519804,0.11269884,3.5460994,1.8050542,0.352,0.17769636,0.29,0.14165686,-12.729908,surprise
data\AudioData\DC\su06.wav,0 days,0 days 00:00:02.421405896,35.0664,0.17329311,31.232868,35.069073,36.700657,5.4677887,134.98947,185.0959,140.40796,159.1755,1.1021911,0.91129446,0.14620697,0.7619283,2.06366,1.9174529,31.580475,16.81059,19.290731,4.6778035,1.8401395,1.2579206,30.868187,0.49979684,15.695693,0.5631353,16.54388,0.8006387,4.2856174,3.0310884,0.038040213,1.4448385,1.6927342,0.81068045,9.10023,0.31581286,9.238997,1.3264719,29.955133,0.5178076,542.6705,0.30252048,1359.756,0.24345444,-87.37553,-1.0406601,1632.7584,0.16903704,1090.7062,0.30866957,-93.58129,-0.8537714,2699.7393,0.10453865,966.35077,0.42479393,-94.04797,-0.84343666,-26.796143,-0.3532153,34.7086,0.32840613,-0.024302218,-2.0680962,-0.03463144,-0.48103786,2.9162672,0.8111061,35.046547,0.52508515,17.307507,0.5887936,17.33588,0.9569904,-1.3572655,-9.88539,-41.022083,55.662445,-0.1237708,-0.0107294,0.09873116,3.73444,1.2711865,0.49666667,0.12552114,0.19999999,0.15540269,-14.14521,surprise
data\AudioData\DC\su07.wav,0 days,0 days 00:00:03.455963719,36.234184,0.21117851,31.551458,34.131577,38.90177,7.350313,788.9146,1279.6577,74.792786,94.237755,1.3302691,0.91020507,0.14839724,1.05071,2.3420634,2.1936662,25.204315,12.118922,23.669878,13.140964,1.6489409,1.182474,29.25821,0.6286956,12.378912,0.8151749,15.281335,1.0622325,3.183306,3.3621387,0.028934225,1.5750285,1.1033922,0.7744394,9.33964,0.37205556,3.7283068,2.6842237,26.506533,0.5970923,600.1422,0.31601283,1300.7911,0.21930242,-87.86647,-1.0631974,1681.5082,0.15256375,1030.7286,0.31186873,-90.72623,-0.9130489,2727.3274,0.098618925,1021.844,0.5489556,-92.3581,-0.8832771,-23.997566,-0.39200577,32.56481,0.34966463,-0.030058,-1.6402694,-0.036165364,-0.42062896,2.548435,0.7705023,35.313488,0.55937326,11.775214,0.99307233,13.722416,1.4352942,-1.9424069,-4.885157,-38.158337,51.07195,-0.1268788,-0.010365336,0.16784523,3.4883723,1.4749264,0.42,0.18099724,0.234,0.16267759,-14.555986,surprise
data\AudioData\DC\su08.wav,0 days,0 days 00:00:03.808185941,36.52063,0.14399171,33.80924,35.159565,37.916096,4.1068573,917.06396,1117.4359,55.463478,42.282364,1.0786208,0.9563828,0.14893316,0.7709654,1.864054,1.7151208,27.453663,22.559273,20.889545,8.02719,1.3919855,1.3990934,24.909958,0.6984876,15.033307,0.6747729,14.804152,0.7189841,5.5139747,1.7666731,0.022771202,0.8964269,1.3325411,0.7733569,10.04533,0.3162164,11.953046,0.72846186,29.679193,0.36128542,597.96136,0.40986544,1281.995,0.19109336,-107.02691,-0.85565215,1653.5082,0.16840807,1100.5787,0.43164396,-108.712006,-0.7437268,2673.7898,0.11728137,852.4052,0.49689957,-110.28006,-0.7187985,-24.893597,-0.30430502,33.241425,0.2835942,-0.027912462,-1.7193161,-0.029887665,-0.39026058,2.3736894,0.9335335,31.232058,0.57685655,15.197672,0.75266033,13.048509,1.0124032,0.91047597,10.9258795,-34.576897,47.496117,-0.11536296,-0.01213927,0.28846174,3.6939313,2.673797,0.19399999,0.12807809,0.14454545,0.13117398,-15.540884,surprise
data\AudioData\DC\su09.wav,0 days,0 days 00:00:03.433968254,36.879753,0.17051248,33.624943,35.374607,38.021072,4.3961296,128.57758,147.4998,18.332684,21.825897,1.0806898,0.9727617,0.14997606,0.61590683,2.113691,1.9637151,25.625902,13.234039,21.133648,11.030904,1.4335806,1.2698585,25.418812,0.6583567,15.7601185,0.666311,13.233542,1.1098635,3.5412526,3.5062287,0.024172684,0.87993324,1.3771409,0.8037418,9.643604,0.30536604,12.637909,1.0167134,33.000927,0.40236413,540.71484,0.3489768,1272.9242,0.19563596,-103.90877,-0.8909985,1608.6022,0.17390528,959.99274,0.38571334,-103.2729,-0.7968637,2648.3406,0.10758032,838.2937,0.43957293,-105.448944,-0.7513614,-25.247677,-0.32876045,34.499878,0.2890909,-0.023997867,-2.0972233,-0.03471367,-0.4430488,2.48703,0.7464045,31.623636,0.5769727,16.81773,0.64175135,11.121024,1.6746703,-3.44813,-3.475834,-36.50584,49.442574,-0.11960594,-0.010003349,0.11083581,3.2163744,2.0771513,0.26714283,0.23783031,0.16875,0.17926498,-15.458962,surprise
data\AudioData\DC\su10.wav,0 days,0 days 00:00:04.056598639,33.223034,0.20156576,29.97128,32.673267,35.11002,5.1387405,140.1703,184.07297,139.74689,185.64534,1.2485538,0.98234195,0.17097193,0.82088965,2.2851925,2.1142206,25.832502,12.692819,23.030193,12.246401,1.6896613,1.1931134,32.11924,0.50151104,11.271269,0.98204815,11.374011,1.4436945,5.515851,2.3989308,0.054390404,2.0391896,1.5709026,0.80199784,7.7784543,0.37613487,4.916695,2.7094123,28.742077,0.5858123,586.49426,0.37524274,1319.5857,0.15242684,-80.72399,-1.124447,1632.3077,0.1821622,1044.419,0.4029073,-87.25493,-0.9375883,2662.2622,0.11805638,1006.984,0.42092866,-91.37037,-0.8602218,-24.210274,-0.34791717,35.230556,0.27037847,-0.029949201,-1.5646995,-0.031676214,-0.4837524,2.5742345,0.79928446,37.636402,0.43420467,11.084529,1.1253333,8.102975,2.2631485,1.5634986,8.916004,-37.593075,51.307217,-0.121118985,-0.011040703,0.18530224,3.7128713,2.0050125,0.3125,0.1759794,0.16375,0.13199787,-14.255694,surprise
data\AudioData\DC\su11.wav,0 days,0 days 00:00:02.672947846,36.91587,0.16086148,33.08292,35.36269,38.99055,5.907631,78.3099,35.92637,52.448803,39.248676,0.9344682,0.98088783,0.14969777,0.47552028,1.7711447,1.621447,17.592058,10.764844,20.99854,6.3684454,1.162106,1.4066023,25.421782,0.62292165,15.987313,0.40967497,17.942987,0.7937099,5.339879,2.072379,0.060243275,1.831992,1.1022834,0.7854128,9.547314,0.31210738,9.575637,1.3728329,27.464144,0.64864266,609.1966,0.28324774,1222.2234,0.21220136,-121.093056,-0.7478448,1714.7294,0.14173904,906.14514,0.39286014,-119.528015,-0.70877653,2731.1138,0.082631916,763.18756,0.38954937,-121.43016,-0.68202174,-23.662403,-0.3669788,32.24171,0.31520012,-0.029919516,-1.3618217,-0.037164114,-0.37544787,2.3879156,0.7113137,30.783937,0.65237224,16.965076,0.50089455,19.231934,1.0597,-3.3122475,-2.9399817,-39.915886,53.695606,-0.12749813,-0.010155886,0.10920785,3.007519,1.1494254,0.4033333,0.31051928,0.44,0.27856776,-16.513914,surprise
data\AudioData\DC\su12.wav,0 days,0 days 00:00:05.031451247,35.27883,0.102467045,33.165432,35.470306,37.527897,4.362465,143.0237,144.99231,107.24535,147.90558,1.098398,0.83446276,0.149261,0.99127436,1.9335102,1.7842492,22.773638,12.535608,22.214436,13.991544,1.4901143,1.1931218,29.680237,0.53588486,14.6521,0.8169824,15.403248,0.8135723,4.3658485,2.3605697,0.043123905,1.6994691,1.3423805,0.86150247,9.504279,0.31859243,12.63979,0.69118875,32.64024,0.2690542,537.9659,0.25781062,1296.3032,0.1347959,-97.37826,-0.96168345,1651.1254,0.14483854,1026.7278,0.3454852,-101.60579,-0.80351514,2658.457,0.09867986,924.038,0.45248428,-104.22304,-0.76262474,-25.478062,-0.2920081,34.065617,0.27689904,-0.012776636,-2.8427193,-0.035562243,-0.33378938,2.4499996,0.72609127,37.989807,0.33014727,14.594338,0.9178084,14.308918,1.0843327,-0.63814175,-15.647912,-36.467724,49.513443,-0.11771689,-0.010275113,0.16559958,4.183267,1.4084507,0.40714285,0.1952079,0.24624999,0.254408,-16.068201,surprise
data\AudioData\DC\su13.wav,0 days,0 days 00:00:04.297687075,35.183598,0.11815468,33.253525,35.217823,38.574627,5.321102,103.92374,96.03977,90.93146,73.82365,1.1623957,1.0517206,0.14784382,0.6505363,2.2096608,2.061817,28.665297,17.114632,18.946728,9.806103,1.6000985,1.3122655,30.781342,0.4785302,15.971274,0.5763423,12.848052,1.1177936,3.6658614,3.9525492,0.045485053,2.2362933,1.5330228,0.9594094,10.441601,0.26329845,12.440385,0.85510296,35.0167,0.3179919,548.38556,0.3256092,1376.6763,0.16149193,-108.05167,-0.8555571,1606.1965,0.18987986,1129.2651,0.33724496,-104.998184,-0.7800456,2679.1965,0.105895385,979.0281,0.34952062,-109.32878,-0.7128639,-28.018091,-0.28510302,38.139038,0.23866013,-0.020727566,-2.1662853,-0.03578716,-0.40191284,2.802907,0.76485974,38.980904,0.33219677,17.591858,0.6005149,10.456494,1.7467874,-4.170928,-3.5090284,-38.73715,53.102512,-0.12677859,-0.006880102,0.08044361,2.5700936,1.4184397,0.39166668,0.20891918,0.29,0.25768197,-13.48215,surprise
data\AudioData\DC\su14.wav,0 days,0 days 00:00:05.739002268,36.556404,0.108056955,33.867504,36.0815,38.87349,5.0059853,213.78659,210.18898,60.73509,65.222435,1.2070851,0.99843913,0.14720747,0.75677085,2.2464938,2.0992863,28.376724,15.565448,21.6544,11.083747,1.5582321,1.2668787,27.729538,0.5617867,13.269067,0.9125405,13.75315,0.9277057,5.6979213,1.7770714,0.029604798,1.7007316,1.2943776,0.8828984,9.956878,0.31826457,10.048166,1.0417322,29.875696,0.4275759,593.48206,0.34223476,1295.0029,0.20321725,-102.81493,-0.8906468,1669.8362,0.14778279,1086.3784,0.3569892,-103.60474,-0.79317343,2690.3147,0.10568122,1017.0574,0.44672883,-107.35891,-0.735243,-25.035269,-0.35363072,34.863388,0.3136651,-0.022976,-2.0126288,-0.032666653,-0.4391225,2.587037,0.80065244,34.661587,0.4417558,12.773524,1.0971397,10.209061,1.4895054,1.1579982,8.65347,-35.95315,48.625942,-0.11604525,-0.011736898,0.27018368,4.0209794,2.6455026,0.20266666,0.121461466,0.154,0.19088565,-14.45745,surprise
data\AudioData\DC\su15.wav,0 days,0 days 00:00:05.817619048,37.32703,0.15363286,33.99318,36.487873,38.649216,4.6560364,406.8522,529.22205,75.11353,72.97365,1.3175743,0.9253027,0.16437972,1.0184286,2.3106093,2.1462297,32.544647,19.676376,27.890242,21.383507,1.7282579,1.2730852,27.579916,0.6675538,13.076633,0.897855,10.008569,1.4948446,1.1570368,10.712426,0.026796347,1.3728126,1.4214728,0.8802148,9.667169,0.34192055,9.71754,1.1032019,28.838636,0.49403983,587.8836,0.38884416,1350.0752,0.18222664,-96.08664,-0.9711392,1587.8755,0.16811927,1039.7341,0.27855864,-94.98374,-0.86911255,2634.1672,0.11867766,839.85706,0.47855827,-98.926575,-0.79896814,-23.217018,-0.34848008,33.921776,0.2907256,-0.022095153,-2.1296546,-0.030898772,-0.42751658,2.7505708,0.8469072,34.317455,0.54435325,11.924693,1.0451449,6.198565,2.8288655,-4.361634,-2.6203465,-34.65274,47.76887,-0.117382966,-0.012314096,0.21017794,3.6206899,2.4347825,0.23857144,0.16221048,0.16153847,0.17706348,-14.03706,surprise
data\AudioData\JE\a01.wav,0 days,0 days 00:00:03.559319728,32.186527,0.14545153,28.501936,32.033493,36.819546,8.31761,195.07361,245.19821,97.963615,84.13603,1.9000752,0.78001654,0.32433805,1.4619948,3.311913,2.987575,24.964735,13.841193,27.29865,20.829859,2.5796924,1.0200891,25.673016,0.679934,13.602105,0.8924834,17.441961,0.7372745,0.9020966,19.293922,0.045678876,1.632235,1.3004166,0.82364374,7.9807477,0.48982465,10.193501,1.1859411,29.924784,0.35255826,513.7443,0.32408422,1279.7013,0.23227802,-77.5189,-1.152527,1616.6721,0.18467195,887.324,0.42401257,-83.49688,-0.9425841,2687.3125,0.11094067,886.866,0.41019762,-87.31297,-0.8678484,-22.810701,-0.33365935,31.327774,0.2778534,-0.020017201,-1.9436922,-0.033659387,-0.48441404,3.685553,0.6991029,32.745354,0.4274394,13.841809,0.8693365,17.09854,0.8276121,-3.0617597,-5.8571877,-27.400717,39.662422,-0.11328477,-0.010732375,0.40021235,3.3898306,2.2922635,0.285,0.19949937,0.12875,0.1230282,-10.907665,anger
data\AudioData\JE\a02.wav,0 days,0 days 00:00:03.093900227,31.826365,0.26427144,26.14365,30.244198,37.05749,10.913841,1710.8099,1417.4423,114.48815,146.9371,1.6784959,0.9927471,0.15432124,1.0446124,3.1668568,3.0125356,31.491034,18.287895,28.837547,14.377469,2.0247285,1.2871416,27.990036,0.59899354,6.039234,2.401381,12.211534,1.2209886,4.2126346,3.7257824,0.03037069,1.111112,1.4474053,0.9189683,5.746442,0.82347095,3.3562596,2.8909562,22.25485,0.6653046,486.21805,0.33247706,1224.0515,0.16259612,-91.36189,-1.0205245,1463.3318,0.17138368,946.4619,0.29556906,-91.09519,-0.9397103,2522.126,0.11309687,813.7455,0.51903343,-93.877174,-0.87800974,-18.3296,-0.49500343,27.337618,0.3502148,-0.013101693,-3.323538,-0.029802645,-0.43060598,3.2239594,0.85355496,33.57712,0.52763474,2.8375266,5.3997235,7.9462194,2.062622,-1.5001383,-10.849921,-31.941092,44.285843,-0.10914599,-0.009885831,0.2541263,2.922078,1.980198,0.29999998,0.31596413,0.15714285,0.15172477,-12.885083,anger
data\AudioData\JE\a03.wav,0 days,0 days 00:00:02.201111111,31.527908,0.09828466,29.294785,31.70242,34.031982,4.737198,98.06838,71.024765,44.064278,29.322256,1.3529407,1.1848234,0.10157786,0.20745401,2.9375815,2.8360038,22.32791,11.7533455,34.065372,14.006896,1.9571065,1.3512099,27.733686,0.40207902,10.65136,1.0067523,14.55974,0.76020163,7.067594,2.2149005,0.038494628,1.2528746,1.3178862,0.6318068,6.2620125,0.70167726,11.173069,0.66955,29.434736,0.39948517,527.7157,0.31968537,1222.4119,0.1494928,-113.15254,-0.82557267,1594.0776,0.19716501,938.13794,0.41478255,-120.371735,-0.71160364,2675.9836,0.11996178,956.3017,0.5253935,-122.588974,-0.67864794,-21.819483,-0.43853918,28.74171,0.3704068,0.003984199,9.59526,-0.03773158,-0.41490963,4.261013,0.57235974,34.756077,0.34512627,11.383903,1.1592305,15.813117,0.87066025,-2.4870923,-6.6881576,-32.451557,50.015774,-0.11145562,-0.004225604,0.09222301,2.283105,1.4018693,0.31666666,0.2719477,0.28,0.25913316,-12.457286,anger
data\AudioData\JE\a04.wav,0 days,0 days 00:00:03.279773243,31.524353,0.16738711,27.945967,31.125465,35.282776,7.336809,701.7245,1136.4446,30.559422,12.021896,1.5740253,1.0291666,0.104091994,1.0077765,2.9100611,2.8059692,34.726685,26.724787,27.556229,14.601066,2.1254425,1.2220634,24.604761,0.6567265,12.394536,1.1236079,13.552746,0.94137895,0.53722596,29.567308,0.028100556,1.3882972,1.488631,0.91481805,6.5016055,0.61690253,7.8970304,1.4444363,27.534088,0.40518346,486.09787,0.29619715,1198.5808,0.19174676,-100.05812,-0.9274241,1520.7922,0.14333029,894.39374,0.45150566,-102.63706,-0.8124057,2595.318,0.10404504,754.61597,0.38824174,-105.565575,-0.76357925,-19.13442,-0.43230298,28.025288,0.33426312,0.004480009,9.4913025,-0.032149028,-0.49049446,3.6402369,0.71889746,30.393812,0.51204634,10.085613,1.5866809,13.678946,1.143529,-3.6472485,-5.0293283,-28.859253,41.1542,-0.08114375,-0.013711188,0.3175224,3.0674846,3.1152647,0.16799998,0.13113351,0.14444445,0.18427701,-12.042483,anger
